indicator,indicator_family,required
Generation|Summer peak|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Brown Coal|Sub-bituminous coal,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Fossil,fuel_eff_emi_heating,True
Efficiency|Transportation|Road|Freight|Liquids|Bio|Gasoline|HDV,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Coal|Brown Coal|Lignite,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Brown Coal|Lignite,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Hard Coal|Anthracite,fuel_consumption_supply,False
Efficiency|Hydrogen|Coal|Hard Coal|Anthracite,efficiency_supply,False
Investments|Hydrogen|Coal|Brown Coal|Lignite,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Brown Coal|Lignite,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Brown Coal|Lignite,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Brown Coal|Lignite,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Brown Coal|Lignite,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Fossil|Diesel,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Solid bio and waste,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Methanol|HDV,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Coal|Hard Coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Hard Coal,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Hard Coal|Coking coal,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gas|Fossil|Natural Gas|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Hard Coal|Coking coal,efficiency_supply,False
Investments|Hydrogen|Coal|Hard Coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Hard Coal,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Hard Coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Hard Coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Hard Coal,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Fossil|Gasoline,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|Bio|Others|HDV,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Coal|Hard Coal|Anthracite,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Hard Coal|Anthracite,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Hard Coal|Bituminous coal,fuel_consumption_supply,False
Efficiency|Hydrogen|Coal|Hard Coal|Bituminous coal,efficiency_supply,False
Investments|Hydrogen|Coal|Hard Coal|Anthracite,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Hard Coal|Anthracite,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Hard Coal|Anthracite,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Hard Coal|Anthracite,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Hard Coal|Anthracite,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Fossil|Methanol,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Solid bio and waste|Waste,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|Bio|Biomethane|HDV,fuel_eff_emi_road,True
Installed capacity|Hydrogen|Coal|Hard Coal|Coking coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Hard Coal|Coking coal,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Coal products,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gas|P2G|CCS,emission_supply,False
Efficiency|Hydrogen|Coal|Coal products,efficiency_supply,False
Investments|Hydrogen|Coal|Hard Coal|Coking coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Hard Coal|Coking coal,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Hard Coal|Coking coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Hard Coal|Coking coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Hard Coal|Coking coal,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Installed capacity|Hydrogen|Coal|Hard Coal|Bituminous coal,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Hard Coal|Bituminous coal,yearly_generation_supply,False
Investments|Hydrogen|Coal|Hard Coal|Bituminous coal,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Hard Coal|Bituminous coal,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Hard Coal|Bituminous coal,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Hard Coal|Bituminous coal,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Hard Coal|Bituminous coal,Percentile50_hourly_generation,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|Hydrogen|HDV,fuel_eff_emi_road,True
Installed capacity|Hydrogen|Coal|Coal products,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Coal|Coal products,yearly_generation_supply,False
Fuel consumption|Hydogen|Gas|Fossil|Natural Gas,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gases|Bio|CCS,emission_supply,False
Efficiency|Hydogen|Gas|Fossil|Natural Gas,efficiency_supply,False
Investments|Hydrogen|Coal|Coal products,investment_supply,False
Generation|Winter peak|Hydrogen|Coal|Coal products,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Coal|Coal products,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Coal|Coal products,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Coal|Coal products,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Gases|Bio|Biomethane|CCS,emission_supply,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Liquids|P2L,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Liquids|P2L|HDV,fuel_eff_emi_road,True
Installed capacity|Hydogen|Gas|Fossil|Natural Gas,installed_capacity_supply,False
Generation|Yearly|Hydogen|Gas|Fossil|Natural Gas,yearly_generation_supply,False
Fuel consumption|Hydrogen|Gas|P2G,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste|CCS,emission_supply,False
Efficiency|Hydrogen|Gas|P2G,efficiency_supply,False
Investments|Hydogen|Gas|Fossil|Natural Gas,investment_supply,False
Generation|Winter peak|Hydogen|Gas|Fossil|Natural Gas,winter_peak_hourly_generation,False
Generation|Summer peak|Hydogen|Gas|Fossil|Natural Gas,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydogen|Gas|Fossil|Natural Gas,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydogen|Gas|Fossil|Natural Gas,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Bio,fuel_eff_emi_heating,True
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste|Primary solid biomass|CCS,emission_supply,False
Final energy consumption|Heating|Undefined|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Gases|P2G,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Gases|P2G|HDV,fuel_eff_emi_road,True
Installed capacity|Hydrogen|Gas|P2G,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Gas|P2G,yearly_generation_supply,False
Fuel consumption|Hydrogen|Electricity,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Hydrogen|Solid bio and waste|Waste|CCS,emission_supply,False
Efficiency|Hydrogen|Electricity,efficiency_supply,False
Investments|Hydrogen|Gas|P2G,investment_supply,False
Generation|Winter peak|Hydrogen|Gas|P2G,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Gas|P2G,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Gas|P2G,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Gas|P2G,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Final energy consumption|Heating|Undefined|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|Electricity,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Electricity|HDV,fuel_eff_emi_road,True
Installed capacity|Hydrogen|Electricity,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Electricity,yearly_generation_supply,False
Fuel consumption|Hydrogen|Gases|Bio|,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal,emission_supply,False
Efficiency|Hydrogen|Gases|Bio|,efficiency_supply,False
Investments|Hydrogen|Electricity,investment_supply,False
Generation|Winter peak|Hydrogen|Electricity,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Electricity,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Electricity,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Electricity,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Liquids|Bio|Others,fuel_eff_emi_heating,False
Efficiency|Transportation|Road|Freight|Electricity|Battery|HDV,fuel_eff_emi_road,False
Fuel consumption|Hydrogen|Gases|Bio|Biomethane,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Brown Coal,emission_supply,False
Efficiency|Hydrogen|Gases|Bio|Biomethane,efficiency_supply,False
Final energy consumption|Heating|Undefined|Gases|Bio,fuel_eff_emi_heating,True
Final energy consumption|Heavy industries|Chemicals and petrochemicals|Others|DHE,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Freight|Electricity|Hybrid|HDV,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Gases|Bio|,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Gases|Bio|,yearly_generation_supply,False
Fuel consumption|Hydrogen|Solid bio and waste,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Brown Coal|Sub-bituminous coal,emission_supply,False
Efficiency|Hydrogen|Solid bio and waste,efficiency_supply,False
Investments|Hydrogen|Gases|Bio|,investment_supply,False
Generation|Winter peak|Hydrogen|Gases|Bio|,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Gases|Bio|,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Gases|Bio|,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Gases|Bio|,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Gases|Bio|Biogas,fuel_eff_emi_heating,False
Installed capacity|Hydrogen|Gases|Bio|Biomethane,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Gases|Bio|Biomethane,yearly_generation_supply,False
Fuel consumption|Hydrogen|Solid bio and waste|Primary solid biomass,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Brown Coal|Lignite,emission_supply,False
Efficiency|Hydrogen|Solid bio and waste|Primary solid biomass,efficiency_supply,False
Investments|Hydrogen|Gases|Bio|Biomethane,investment_supply,False
Generation|Winter peak|Hydrogen|Gases|Bio|Biomethane,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Gases|Bio|Biomethane,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Gases|Bio|Biomethane,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Gases|Bio|Biomethane,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Gases|Bio|Biomethane,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Liquids|Fossil|BS0,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Solid bio and waste,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Solid bio and waste,yearly_generation_supply,False
Fuel consumption|Hydrogen|Solid bio and waste|Waste,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Hard Coal,emission_supply,False
Efficiency|Hydrogen|Solid bio and waste|Waste,efficiency_supply,False
Investments|Hydrogen|Solid bio and waste,investment_supply,False
Generation|Winter peak|Hydrogen|Solid bio and waste,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Solid bio and waste,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Solid bio and waste,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Solid bio and waste,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Solid bio and waste,fuel_eff_emi_heating,True
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Brown Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Liquids|Fossil|Diesel|BS0,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Solid bio and waste|Primary solid biomass,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Solid bio and waste|Primary solid biomass,yearly_generation_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Hard Coal|Anthracite,emission_supply,False
Investments|Hydrogen|Solid bio and waste|Primary solid biomass,investment_supply,False
Generation|Winter peak|Hydrogen|Solid bio and waste|Primary solid biomass,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Solid bio and waste|Primary solid biomass,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Solid bio and waste|Primary solid biomass,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Solid bio and waste|Primary solid biomass,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Solid bio and waste|Primary solid biomass,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Brown Coal|Sub-bituminous coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Liquids|Fossil|Gasoline|BS0,fuel_eff_emi_road,False
Installed capacity|Hydrogen|Solid bio and waste|Waste,installed_capacity_supply,False
Generation|Yearly|Hydrogen|Solid bio and waste|Waste,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Hard Coal|Coking coal,emission_supply,False
Efficiency|Hydrogen|Coal|CCS,efficiency_supply,False
Investments|Hydrogen|Solid bio and waste|Waste,investment_supply,False
Generation|Winter peak|Hydrogen|Solid bio and waste|Waste,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|Solid bio and waste|Waste,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|Solid bio and waste|Waste,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|Solid bio and waste|Waste,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Solid bio and waste|Waste,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Brown Coal|Lignite,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Liquids|Fossil|Methanol|BS0,fuel_eff_emi_road,False
Fuel consumption|Hydrogen|Coal|Brown Coal|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Hard Coal|Bituminous coal,emission_supply,False
Efficiency|Hydrogen|Coal|Brown Coal|CCS,efficiency_supply,False
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Hard Coal| ,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Liquids|Fossil|Others|BS0,fuel_eff_emi_road,False
Installed capacity|Hydrogen|CCS,installed_capacity_supply,False
Generation|Yearly|Hydrogen|CCS,yearly_generation_supply,False
Fuel consumption|Hydrogen|Coal|Brown Coal|Sub-bituminous coal|CCS,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Syngas|Coal|Coal products,emission_supply,False
Efficiency|Hydrogen|Coal|Brown Coal|Sub-bituminous coal|CCS,efficiency_supply,False
Investment|Hydrogen|CCS,investment_supply,False
Generation|Winter peak|Hydrogen|CCS,winter_peak_hourly_generation,False
Generation|Summer peak|Hydrogen|CCS,summer_peak_hourly_generation,False
Generation|Percentile 25|Hydrogen|CCS,Percentile25_hourly_generation,False
Generation|Percentile 50|Hydrogen|CCS,Percentile50_hourly_generation,False
Final energy consumption|Heating|Undefined|Gases|Hydrogen,fuel_eff_emi_heating,True
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Hard Coal|Anthracite ,fuel_eff_emi_heavy_ind,False
Fuel consumption|Hydrogen|Coal|Brown Coal|Lignite|CCS,fuel_consumption_supply,False
Efficiency|Hydrogen|Coal|Brown Coal|Lignite|CCS,efficiency_supply,False
Final energy consumption|Heavy industries|Heating|Low enthalpy heat|Coal|Hard Coal|Coking coal,fuel_eff_emi_heavy_ind,False
Efficiency|Transportation|Road|Passenger|Gases|Fossil|Natural gas|BS0,fuel_eff_emi_road,False
